Motor RPM,Motor Temp (°C),Motor Current (A),Torque (Nm),Motor Status
7771.03,57.25,116.09,62.13,Good
6991.3,71.34,64.68,311.01,Good
6628.04,103.62,47.47,94.79,Faulty
2434.27,113.69,68.8,97.23,Faulty
1781.66,79.06,127.56,117.28,Good
5514.82,89.53,38.67,238.84,Good
7470.32,111.29,55.43,267.27,Faulty
4675.72,38.87,96.27,16.86,Good
4787.1,50.89,50.44,104.33,Good
2599.84,93.8,119.79,178.08,Good
6271.2,104.14,185.02,139.47,Faulty
1902.83,107.13,150.88,354.83,Faulty
2927.59,67.36,134.95,317.21,Good
3690.77,38.04,118.63,254.1,Good
4307.08,69.4,100.15,141.84,Good
2318.07,50.77,41.38,283.26,Good
1361.28,56.21,179.47,339.02,Good
5079.65,99.5,53.46,241.98,Good
2664.73,36.8,22.81,315.94,Good
4859.29,104.48,151.25,302.15,Faulty
1657.72,68.49,39.25,232.98,Good
4108.55,83.65,77.52,131.75,Good
4494.42,38.07,10.52,300.86,Good
888.68,60.36,31.73,90.65,Good
3024.53,38.07,38.77,314.0,Good
1508.11,116.54,15.61,323.77,Faulty
975.31,102.65,133.05,330.64,Faulty
7924.7,71.37,168.22,194.44,Good
2917.65,50.12,77.8,85.07,Good
6574.06,114.01,175.54,48.89,Faulty
2409.8,61.01,46.6,299.91,Good
5611.27,44.49,68.45,355.64,Good
6201.71,80.68,34.39,263.83,Good
4967.29,114.94,126.01,66.22,Faulty
4036.82,30.34,86.87,374.61,Good
3588.81,51.43,124.59,395.75,Good
3116.51,114.46,153.53,179.02,Faulty
7471.47,45.4,111.41,241.98,Good
6729.65,40.19,127.39,313.12,Good
7737.7,81.32,187.37,297.19,Faulty
1432.23,107.57,63.32,387.44,Faulty
5981.51,72.94,75.04,54.8,Good
7537.55,119.51,144.95,236.48,Faulty
1859.25,91.13,124.2,279.85,Good
998.72,36.67,39.81,357.14,Good
6058.4,119.35,78.35,350.9,Faulty
4808.55,66.71,96.23,391.42,Good
6813.72,55.87,86.78,209.71,Good
1548.29,80.21,39.76,334.0,Good
6464.5,57.39,185.26,176.64,Faulty
2012.2,37.78,153.65,174.7,Good
1727.42,30.13,98.86,108.81,Good
1731.99,70.46,137.61,329.11,Good
6609.31,105.32,179.97,394.47,Faulty
5488.98,81.51,31.55,109.97,Good
4422.99,119.93,53.82,31.89,Faulty
3191.23,55.82,110.83,328.06,Good
7079.0,55.24,160.81,251.89,Good
3443.34,44.38,12.07,384.28,Good
6624.5,44.77,196.88,108.37,Faulty
3793.51,55.67,93.71,37.7,Good
3327.08,101.36,75.05,202.05,Faulty
3970.1,111.52,62.08,43.33,Faulty
2760.33,117.76,39.0,112.1,Faulty
6107.07,50.91,159.36,59.13,Good
4270.4,109.32,191.31,97.41,Faulty
2241.6,59.54,85.66,51.4,Good
7246.81,40.16,190.72,382.02,Faulty
3379.18,108.3,165.64,118.64,Faulty
4576.65,87.25,98.8,183.12,Good
7298.54,44.83,136.44,360.46,Good
5181.78,68.68,89.82,274.16,Good
1376.74,55.85,113.95,251.03,Good
7548.74,96.31,16.32,285.17,Good
5207.81,70.81,140.77,333.24,Good
3011.79,119.04,15.3,352.29,Faulty
1544.54,34.93,164.33,260.63,Good
6455.19,61.95,165.86,357.1,Good
5150.55,73.37,51.23,218.81,Good
4500.96,75.28,68.11,118.14,Good
7204.19,58.43,98.86,353.23,Good
6414.48,95.63,121.35,221.17,Good
1637.56,108.73,61.03,363.39,Faulty
2837.92,114.48,120.53,25.67,Faulty
2363.67,102.46,63.07,165.03,Faulty
6079.6,106.55,15.82,379.64,Faulty
751.49,79.55,5.49,107.36,Good
4774.17,104.33,24.72,377.2,Faulty
6218.44,57.32,159.49,382.02,Good
7075.74,65.86,192.48,354.04,Faulty
3065.61,58.52,88.26,229.83,Good
6659.43,72.06,104.97,262.31,Good
1329.74,55.7,33.64,349.15,Good
6848.39,116.55,112.45,312.6,Faulty
1456.16,58.16,33.21,255.74,Good
3479.65,38.82,124.19,393.08,Good
6479.72,77.41,186.99,277.41,Faulty
1624.38,35.14,43.16,390.44,Good
2219.39,39.95,154.09,32.38,Good
5916.89,49.75,9.58,64.19,Good
5900.27,71.79,78.22,186.07,Good
5308.61,68.99,26.6,160.1,Good
5704.61,101.97,73.73,315.27,Faulty
4570.43,96.55,38.84,72.64,Good
2388.49,68.37,77.79,390.68,Good
3092.72,60.03,86.42,132.88,Good
1861.98,58.48,63.62,177.28,Good
7313.38,99.66,133.04,117.15,Good
4875.44,34.69,184.18,235.95,Faulty
3506.39,31.15,83.12,32.87,Good
3965.04,101.6,42.51,68.37,Faulty
7604.63,72.94,57.79,300.86,Good
1650.14,41.78,171.53,82.74,Good
4896.72,51.2,116.47,101.85,Good
4294.17,113.93,93.73,319.26,Faulty
5085.91,107.36,34.18,46.39,Faulty
635.83,93.88,92.7,180.61,Good
7040.93,73.4,59.31,18.99,Good
7490.89,76.83,188.92,145.25,Faulty
4738.5,117.77,177.39,282.6,Faulty
5724.88,116.92,21.36,45.14,Faulty
7418.75,49.37,105.75,356.45,Good
5804.29,103.0,48.89,364.7,Faulty
1644.04,47.75,85.1,50.95,Good
4822.16,49.22,175.99,396.39,Good
5050.36,90.85,107.87,126.04,Good
3680.98,66.45,70.17,42.8,Good
6023.33,113.84,45.54,11.98,Faulty
7507.75,38.01,161.06,169.32,Good
7441.76,76.04,126.78,255.63,Good
3881.3,112.67,96.27,139.55,Faulty
1349.29,111.37,47.41,336.32,Faulty
7886.31,44.09,70.18,289.48,Good
6791.74,63.0,192.17,146.56,Faulty
1434.97,85.72,106.42,296.38,Good
7406.31,44.35,83.14,376.79,Good
7024.22,117.12,106.68,46.31,Faulty
4391.29,112.33,156.9,129.38,Faulty
4934.57,45.03,71.32,190.7,Good
3492.52,40.9,39.85,204.22,Good
910.71,37.69,119.06,221.46,Good
3013.98,111.85,134.71,127.24,Faulty
6521.4,47.43,143.98,270.23,Good
534.74,67.47,176.99,261.58,Good
3001.24,70.4,77.38,235.35,Good
3486.27,83.91,19.69,54.37,Good
4530.47,36.46,191.88,196.02,Faulty
7398.92,50.41,89.83,148.93,Good
3097.59,113.83,126.54,201.51,Faulty
3102.15,111.76,134.93,369.53,Faulty
6031.26,100.32,111.57,197.41,Faulty
3891.63,31.75,45.03,15.45,Good
2184.54,59.43,152.25,181.15,Good
3893.3,86.52,161.73,330.05,Good
1556.43,54.77,112.83,314.22,Good
1822.9,111.86,100.27,210.22,Faulty
4237.76,87.05,27.22,107.41,Good
3641.94,36.47,21.37,191.38,Good
7361.34,111.81,71.22,229.84,Faulty
3217.95,116.2,65.62,399.95,Faulty
4854.41,36.99,190.96,261.23,Faulty
5241.98,77.91,157.81,280.76,Good
598.21,57.3,133.69,201.67,Good
5476.53,65.36,105.94,148.25,Good
1835.27,46.17,37.64,327.05,Good
7708.03,82.03,195.8,203.02,Faulty
1614.97,116.22,78.13,397.93,Faulty
3609.68,75.28,25.85,188.28,Good
1140.12,37.46,101.29,36.52,Good
7976.56,85.8,175.43,276.21,Good
4266.46,60.62,178.02,28.19,Good
4965.39,107.03,7.14,107.7,Faulty
1003.07,69.12,177.83,147.96,Good
6124.7,47.36,57.94,298.4,Good
2074.29,47.2,12.6,202.75,Good
7235.41,99.19,170.32,21.17,Good
2038.55,53.9,173.45,250.57,Good
1930.16,99.05,121.27,170.46,Good
774.12,48.53,117.01,369.52,Good
4040.5,58.95,163.56,204.83,Good
4736.31,71.89,158.33,286.5,Good
992.81,114.89,178.57,95.36,Faulty
6316.46,113.86,112.79,306.78,Faulty
3899.67,48.62,193.69,291.17,Faulty
4432.93,62.24,199.25,362.59,Faulty
3805.72,43.45,27.73,23.19,Good
3505.72,75.9,170.66,184.53,Good
4697.3,71.45,102.47,274.87,Good
1664.3,111.07,80.58,47.11,Faulty
1864.46,113.7,124.55,170.14,Faulty
6963.39,64.52,15.91,377.44,Good
7595.87,74.26,103.76,180.01,Good
3299.82,110.66,174.82,394.31,Faulty
2530.59,102.6,46.62,32.17,Faulty
5330.0,30.33,88.15,289.95,Good
3565.51,58.81,188.2,236.6,Faulty
690.4,67.96,88.57,205.21,Good
1671.14,50.67,74.88,388.63,Good
5869.79,47.96,90.9,60.56,Good
5441.93,33.4,106.29,359.44,Good
703.22,87.9,128.24,279.58,Good
2164.79,53.63,161.14,111.01,Good
2233.06,34.71,93.16,361.65,Good
5539.2,50.79,164.41,177.43,Good
647.83,102.17,109.08,327.55,Faulty
1280.81,106.63,71.0,161.65,Faulty
6499.37,73.48,133.3,341.86,Good
1839.08,67.45,144.96,258.29,Good
5395.6,118.01,113.82,65.01,Faulty
2286.37,48.05,16.04,263.37,Good
1245.81,49.38,38.13,84.62,Good
2323.79,56.27,60.63,170.65,Good
5917.0,45.55,60.11,76.42,Good
6917.72,64.14,136.32,18.59,Good
6726.65,111.98,8.58,92.64,Faulty
3478.88,85.38,152.36,219.19,Good
5510.64,67.08,56.74,197.81,Good
2037.38,114.1,65.45,205.58,Faulty
2698.61,34.36,107.94,106.6,Good
7222.52,48.92,47.11,277.21,Good
597.51,80.93,177.47,284.66,Good
1141.31,85.4,21.65,149.61,Good
2059.15,33.56,91.65,353.66,Good
698.99,66.27,170.64,261.17,Good
1860.77,88.42,125.09,288.09,Good
4872.81,92.83,62.0,118.16,Good
3660.68,87.43,87.05,10.24,Good
7195.04,58.85,142.81,347.5,Good
6630.83,38.42,194.79,330.75,Faulty
3063.63,68.44,179.16,58.04,Good
2445.68,41.59,71.77,155.9,Good
3347.69,115.29,199.65,267.92,Faulty
4927.21,72.77,5.68,264.32,Good
2510.48,58.55,10.39,345.54,Good
5181.12,98.97,165.65,64.7,Good
3570.59,74.82,43.9,177.68,Good
4640.35,57.9,16.85,47.92,Good
3770.95,103.08,51.24,161.94,Faulty
2708.49,108.04,88.09,15.89,Faulty
7613.4,90.57,147.46,360.33,Good
6227.04,34.23,126.75,215.55,Good
1550.85,80.97,51.34,341.42,Good
7013.51,98.7,103.14,33.36,Good
4155.73,42.29,185.61,98.71,Faulty
7209.14,50.58,163.93,111.16,Good
6498.91,109.42,68.02,160.81,Faulty
3689.1,31.81,196.54,323.12,Faulty
668.52,97.75,143.18,160.76,Good
2515.08,72.64,17.18,89.81,Good
4562.26,70.21,11.86,35.35,Good
5251.09,30.64,37.84,41.0,Good
2434.16,103.75,146.93,306.42,Faulty
1545.17,62.38,40.83,183.47,Good
6761.98,78.67,104.74,293.21,Good
7883.02,90.96,23.19,276.09,Good
4442.68,93.24,184.57,62.79,Faulty
1787.59,116.04,72.07,65.73,Faulty
2542.3,77.82,182.09,304.58,Faulty
637.93,65.97,189.25,291.29,Faulty
7357.24,115.83,6.2,157.43,Faulty
1383.13,87.79,95.51,40.19,Good
4823.87,56.83,9.81,14.72,Good
2555.41,41.38,182.2,122.38,Faulty
4656.34,105.83,106.09,13.6,Faulty
5385.65,62.6,19.61,99.73,Good
6723.06,89.44,26.5,173.61,Good
2048.16,72.37,79.78,57.35,Good
582.47,47.9,188.35,50.67,Faulty
1526.64,84.15,140.12,359.61,Good
7250.14,35.46,174.19,238.33,Good
7054.18,67.2,76.46,374.44,Good
4980.6,79.2,13.43,144.87,Good
5003.88,69.24,194.99,274.09,Faulty
5487.78,97.38,8.35,89.83,Good
1815.28,104.51,189.79,251.15,Faulty
7358.09,99.41,76.89,60.54,Good
3640.78,33.49,6.97,10.81,Good
3373.54,47.47,139.39,373.3,Good
4391.88,78.29,196.21,226.41,Faulty
852.24,114.13,193.3,371.51,Faulty
1747.13,105.15,36.38,140.19,Faulty
6035.25,105.83,40.34,137.84,Faulty
1120.99,57.29,115.28,166.26,Good
5023.64,68.65,129.27,285.36,Good
2340.12,72.36,149.19,230.67,Good
3419.72,44.16,40.3,370.89,Good
2665.2,32.8,192.01,19.92,Faulty
3167.55,115.22,129.55,286.2,Faulty
5892.84,51.66,170.17,138.83,Good
2728.41,51.6,110.31,80.29,Good
4748.03,37.5,85.78,209.05,Good
4070.38,113.57,195.55,206.97,Faulty
5477.53,82.18,118.51,63.43,Good
7526.22,90.03,174.04,88.74,Good
5994.29,112.04,190.89,169.18,Faulty
2112.05,61.11,136.69,169.44,Good
733.87,85.94,112.04,133.85,Good
2466.98,33.49,5.68,67.93,Good
4963.08,46.81,12.8,11.71,Good
885.69,104.81,44.17,388.39,Faulty
4222.75,99.01,41.27,377.96,Good
4976.32,61.56,54.68,198.62,Good
3006.83,63.91,64.46,398.07,Good
6281.84,78.02,75.21,272.73,Good
1299.49,30.02,87.0,36.85,Good
1063.53,51.71,24.28,55.91,Good
5961.42,48.74,13.26,367.28,Good
4216.18,52.54,136.42,255.72,Good
5663.02,102.53,109.78,338.84,Faulty
3761.21,55.17,91.61,360.33,Good
2348.02,47.24,128.72,184.7,Good
6643.27,75.38,166.4,28.93,Good
6495.62,107.91,88.4,83.43,Faulty
5710.22,51.72,130.02,35.96,Good
2541.09,37.07,190.95,83.61,Faulty
4926.73,62.08,168.73,170.11,Good
3207.3,97.29,88.07,56.1,Good
1186.87,79.56,130.72,75.03,Good
7379.85,103.51,39.53,183.87,Faulty
1526.14,116.36,114.3,142.67,Faulty
7626.78,101.34,196.36,192.39,Faulty
3845.04,84.34,106.07,177.38,Good
1888.5,74.4,185.89,261.35,Faulty
4564.26,33.61,84.43,375.5,Good
7047.09,118.59,199.77,52.07,Faulty
5991.69,64.51,117.95,48.71,Good
6549.21,43.7,13.24,342.59,Good
5440.88,90.0,119.42,207.49,Good
5692.07,55.59,58.54,308.9,Good
6868.97,82.72,11.33,94.01,Good
2372.51,82.81,165.07,333.26,Good
4170.69,70.12,58.77,370.3,Good
2159.07,105.25,160.33,257.84,Faulty
7907.51,53.85,61.2,51.29,Good
7580.45,70.38,42.89,359.16,Good
795.7,78.39,194.92,319.07,Faulty
5791.81,89.73,75.52,302.84,Good
7439.36,100.56,122.27,24.32,Faulty
1854.32,65.53,123.95,321.6,Good
4759.59,88.14,114.29,63.8,Good
7366.16,43.55,183.37,96.73,Faulty
754.59,113.94,136.52,235.08,Faulty
5730.65,64.48,83.73,113.34,Good
2730.12,95.66,173.16,267.93,Good
7432.97,31.83,40.31,247.15,Good
7782.94,48.47,111.13,52.18,Good
7582.0,73.84,190.36,265.85,Faulty
4056.61,109.04,126.95,370.34,Faulty
6965.32,77.45,164.31,72.83,Good
6834.12,113.69,132.44,242.85,Faulty
2893.25,73.54,168.68,143.33,Good
6716.87,74.14,189.18,189.25,Faulty
777.56,40.78,58.22,121.93,Good
4972.02,102.24,38.08,148.11,Faulty
2225.07,52.23,99.38,21.28,Good
1404.25,110.97,141.86,392.81,Faulty
1077.15,111.97,49.3,253.67,Faulty
5722.17,114.9,5.8,205.28,Faulty
3049.06,76.82,71.87,159.65,Good
5935.75,90.94,193.93,220.36,Faulty
990.17,100.07,140.52,158.24,Faulty
2864.68,41.79,83.26,150.36,Good
4546.18,84.09,42.55,190.94,Good
6430.42,33.09,74.44,117.63,Good
2890.64,74.78,38.12,80.22,Good
5194.19,43.94,25.73,227.08,Good
7144.83,46.46,181.81,338.68,Faulty
5118.97,62.85,199.54,69.6,Faulty
2247.2,68.92,37.0,22.77,Good
683.01,86.09,15.63,106.26,Good
7025.74,36.7,69.3,392.09,Good
659.52,75.33,95.02,333.22,Good
7060.26,46.44,44.94,242.39,Good
4467.03,81.66,63.78,372.41,Good
7543.01,87.37,44.17,183.66,Good
6490.87,80.1,155.98,393.48,Good
7984.51,96.45,143.95,125.56,Good
3130.34,60.2,128.82,103.72,Good
6253.91,98.86,80.51,258.84,Good
3514.48,68.95,182.26,157.48,Faulty
4099.07,73.58,194.06,254.28,Faulty
5206.29,88.33,38.86,128.95,Good
7052.58,31.65,48.49,250.99,Good
7880.63,88.86,107.5,117.54,Good
6262.05,85.67,22.79,29.88,Good
3633.25,57.89,90.11,365.73,Good
3660.18,37.72,118.45,354.45,Good
6031.87,38.18,106.8,388.61,Good
2290.83,113.09,69.53,289.45,Faulty
1328.56,92.04,110.78,276.26,Good
3159.67,41.44,191.97,228.01,Faulty
2654.29,62.11,45.17,59.12,Good
2722.31,83.32,132.69,83.8,Good
2252.06,105.2,13.46,122.89,Faulty
815.7,33.93,17.95,357.16,Good
634.05,51.3,112.61,77.46,Good
7907.92,110.08,25.46,369.92,Faulty
3708.3,30.82,9.36,213.89,Good
3382.45,48.13,38.45,289.07,Good
5597.35,116.31,115.15,53.0,Faulty
2136.9,85.21,142.15,114.92,Good
7624.71,53.55,44.48,383.82,Good
6397.59,36.03,135.31,113.8,Good
1170.58,32.54,40.58,125.64,Good
3631.86,52.03,124.62,87.06,Good
7093.39,109.33,85.33,60.34,Faulty
7585.49,67.43,132.49,100.97,Good
4005.51,94.83,199.04,260.51,Faulty
5100.59,112.65,187.87,187.59,Faulty
1752.75,66.72,5.83,225.96,Good
7933.76,47.21,177.66,57.72,Good
2237.54,76.54,17.97,322.83,Good
7570.49,111.73,190.84,315.8,Faulty
5372.35,102.39,59.96,18.42,Faulty
5058.03,35.92,79.5,159.57,Good
4345.16,92.33,22.87,36.82,Good
2230.02,81.47,26.89,318.92,Good
1823.96,111.67,146.71,297.54,Faulty
2153.65,41.02,189.14,361.78,Faulty
1898.29,78.06,124.1,102.2,Good
6346.88,109.15,144.59,187.96,Faulty
3125.94,66.9,153.58,81.95,Good
933.82,73.38,56.25,154.78,Good
7768.27,36.34,13.82,213.67,Good
7128.39,55.03,5.37,30.8,Good
7458.14,59.21,73.38,288.8,Good
7961.81,115.06,52.09,221.88,Faulty
1804.21,55.44,17.15,333.29,Good
3471.82,71.48,40.01,115.99,Good
6186.79,90.42,29.28,362.3,Good
5720.15,44.6,183.4,399.49,Faulty
1654.22,73.78,32.35,368.53,Good
6618.75,96.47,109.84,313.38,Good
2183.3,108.02,120.66,326.82,Faulty
2178.63,86.36,110.98,233.76,Good
4527.31,90.21,24.32,84.16,Good
4947.05,41.37,67.17,274.05,Good
4850.65,115.12,15.0,287.97,Faulty
1186.15,41.93,82.16,394.3,Good
7080.96,99.72,41.78,221.11,Good
2492.0,53.83,114.52,115.83,Good
1471.36,114.02,140.1,276.63,Faulty
7165.61,94.8,108.76,391.96,Good
7667.39,97.84,89.68,79.11,Good
6965.96,49.72,80.53,137.14,Good
6571.37,69.87,169.13,221.33,Good
5414.31,85.6,47.78,76.38,Good
4631.43,99.3,148.17,18.67,Good
1152.4,39.36,152.71,141.42,Good
3563.4,116.61,86.74,347.49,Faulty
3295.16,110.12,62.97,26.95,Faulty
2448.15,54.33,96.76,177.28,Good
5925.65,104.05,23.18,307.26,Faulty
4219.07,76.65,13.96,381.74,Good
1107.85,71.56,26.76,394.34,Good
2151.37,58.3,41.49,174.57,Good
5624.44,82.29,103.31,380.65,Good
1070.98,95.69,170.58,23.81,Good
6884.05,66.98,50.95,300.91,Good
4213.6,86.63,187.36,260.67,Faulty
4104.4,92.94,191.21,107.31,Faulty
4943.06,94.0,191.99,207.85,Faulty
6685.11,34.68,168.32,60.53,Good
3108.57,107.38,75.95,349.92,Faulty
5585.12,71.24,19.17,149.58,Good
4742.99,53.62,115.92,254.16,Good
2502.71,51.76,113.94,71.92,Good
7089.72,73.47,170.75,90.4,Good
6480.7,109.81,199.22,396.86,Faulty
5438.39,64.05,104.09,303.7,Good
6879.36,97.48,72.31,385.17,Good
7004.71,38.71,41.25,125.38,Good
5812.72,72.85,5.94,74.18,Good
6777.6,119.25,104.28,206.2,Faulty
5731.04,99.34,113.33,202.92,Good
5601.06,48.95,165.86,78.23,Good
5139.59,75.13,103.39,295.96,Good
6145.37,51.03,183.71,151.09,Faulty
1689.54,66.86,127.48,82.68,Good
7106.53,100.21,168.87,139.47,Faulty
7038.83,99.41,33.92,229.83,Good
719.35,50.53,171.79,293.32,Good
6693.63,113.0,136.65,197.94,Faulty
1466.52,83.33,38.2,214.98,Good
3013.39,64.19,42.0,64.19,Good
6076.31,75.17,185.67,366.73,Faulty
1705.7,84.46,11.28,372.2,Good
6634.75,80.39,95.19,276.54,Good
6741.01,73.78,66.13,16.88,Good
4306.01,75.44,134.69,219.46,Good
547.89,45.88,168.73,255.4,Good
2652.79,103.15,75.27,397.92,Faulty
5126.95,78.76,88.25,398.47,Good
7858.9,41.8,196.47,344.47,Faulty
5238.6,98.95,157.86,34.89,Good
2448.53,113.92,179.95,381.78,Faulty
5255.04,115.26,90.56,248.94,Faulty
4549.89,63.21,50.64,322.35,Good
6348.84,42.2,85.31,168.81,Good
1302.35,76.66,144.64,134.67,Good
6207.71,40.13,26.34,190.67,Good
4559.5,114.06,57.74,67.28,Faulty
7722.44,46.52,14.09,149.26,Good
3064.04,52.75,89.31,344.47,Good
5244.66,66.6,166.35,24.8,Good
7490.21,64.48,9.81,68.84,Good
1268.82,101.52,136.69,58.8,Faulty
7529.21,71.07,186.84,167.2,Faulty
5659.14,45.37,51.2,398.82,Good
1008.78,54.05,140.26,77.61,Good
2757.23,75.82,195.14,66.74,Faulty
5811.29,43.27,192.64,366.87,Faulty
1005.13,85.05,50.81,354.0,Good
4866.28,80.92,24.56,22.57,Good
3094.12,94.32,33.92,303.17,Good
5156.87,114.39,141.9,265.63,Faulty
843.07,112.1,146.52,309.42,Faulty
7036.53,115.15,136.48,202.86,Faulty
7801.17,52.02,70.54,396.64,Good
7766.58,41.84,38.11,27.1,Good
6122.39,57.2,118.25,101.4,Good
1475.65,110.56,99.32,164.65,Faulty
6186.97,117.48,147.12,185.41,Faulty
684.4,107.34,91.07,369.33,Faulty
665.93,39.9,71.03,228.4,Good
2927.08,115.27,62.23,27.59,Faulty
4164.82,68.1,46.24,169.07,Good
6278.06,30.84,56.82,172.43,Good
5624.72,69.82,23.49,386.54,Good
3844.27,34.15,72.64,243.69,Good
2552.2,78.95,12.13,257.9,Good
7978.43,60.47,41.35,288.17,Good
3696.36,72.61,150.62,310.32,Good
3885.4,85.19,68.47,257.67,Good
1727.18,108.19,135.31,102.51,Faulty
6461.07,89.57,144.79,350.88,Good
5702.62,69.06,118.33,295.53,Good
2155.77,103.75,191.95,299.33,Faulty
1117.86,111.5,9.18,398.66,Faulty
5603.74,40.78,149.04,322.99,Good
5408.83,77.87,191.96,333.37,Faulty
2549.45,55.61,173.14,381.05,Good
7631.48,34.24,37.74,68.94,Good
1632.93,90.17,68.73,204.11,Good
3742.51,107.65,38.63,236.42,Faulty
7577.12,44.66,122.26,138.42,Good
3647.95,103.12,143.88,337.37,Faulty
5288.94,106.81,66.83,307.34,Faulty
3481.96,112.29,110.2,291.14,Faulty
2556.61,53.88,139.73,398.89,Good
7879.83,111.36,87.16,111.16,Faulty
3570.01,58.86,171.53,296.83,Good
7205.74,79.71,155.45,225.05,Good
2224.66,34.55,17.61,132.07,Good
2098.29,33.95,126.12,72.63,Good
733.51,94.83,50.89,359.39,Good
5387.5,70.0,113.72,242.23,Good
3263.95,53.07,191.59,331.72,Faulty
6982.69,47.14,176.42,222.68,Good
4049.07,90.3,83.88,95.79,Good
7761.45,30.04,61.85,141.64,Good
1891.44,102.53,50.71,158.8,Faulty
7014.67,37.13,108.84,389.44,Good
6324.48,47.23,27.28,12.2,Good
6281.91,64.76,112.11,394.41,Good
6835.87,73.64,5.26,392.38,Good
6207.68,61.95,68.15,398.5,Good
5196.65,58.86,47.89,195.87,Good
1484.34,116.75,194.39,385.89,Faulty
743.95,87.74,146.81,164.28,Good
7406.36,32.11,73.18,20.25,Good
5124.88,68.72,23.1,97.5,Good
6474.03,108.75,105.78,378.67,Faulty
4111.42,57.13,46.62,15.37,Good
1379.81,38.51,109.6,222.94,Good
1438.89,98.25,167.9,39.48,Good
5641.74,84.54,125.08,121.69,Good
3727.29,81.33,128.59,44.36,Good
2003.94,34.82,110.5,345.22,Good
4186.96,42.64,185.82,240.52,Faulty
981.57,86.03,186.72,361.82,Faulty
4864.79,48.7,104.98,278.46,Good
2517.45,75.37,64.62,388.7,Good
6481.69,79.04,94.62,208.85,Good
2827.71,55.52,41.38,259.1,Good
3914.15,115.36,129.09,234.76,Faulty
587.15,105.82,102.52,198.86,Faulty
1043.35,95.01,25.14,339.92,Good
3443.7,37.02,43.54,261.36,Good
4099.54,39.55,98.53,322.51,Good
5000.15,74.35,178.08,316.68,Good
2687.47,44.46,115.45,84.51,Good
5712.36,118.04,137.9,263.56,Faulty
6950.92,44.27,71.11,87.86,Good
6348.88,73.87,116.43,237.49,Good
797.14,62.77,92.24,274.2,Good
4103.8,87.54,133.53,398.92,Good
1286.98,41.61,14.86,21.91,Good
2315.34,68.73,101.19,45.58,Good
7899.97,54.72,62.72,40.04,Good
1568.72,109.9,68.61,165.36,Faulty
4241.66,33.65,192.38,330.42,Faulty
5136.17,112.24,40.63,339.18,Faulty
5768.49,104.97,65.69,297.42,Faulty
4697.37,56.78,104.43,359.78,Good
573.28,101.04,173.29,135.92,Faulty
2948.46,32.81,86.25,44.38,Good
4382.84,117.02,150.05,32.68,Faulty
1159.0,77.39,171.99,342.33,Good
3129.7,57.3,65.45,294.87,Good
749.02,62.63,81.59,282.46,Good
1089.34,35.98,74.53,142.47,Good
3476.92,119.04,167.41,158.16,Faulty
1495.37,33.54,13.65,383.66,Good
4756.56,88.94,65.14,34.88,Good
5670.99,69.85,137.48,311.76,Good
6504.4,115.4,115.26,130.76,Faulty
2001.13,52.14,90.08,25.23,Good
1756.12,77.89,110.29,299.6,Good
1284.26,73.41,43.53,139.06,Good
5273.23,93.26,88.99,291.64,Good
5798.57,36.12,102.83,285.99,Good
736.9,47.44,180.73,218.57,Faulty
7521.59,49.31,55.86,313.18,Good
889.78,96.43,174.23,236.6,Good
4559.72,47.02,130.63,121.79,Good
5817.95,81.61,8.97,296.3,Good
7032.27,49.37,146.3,239.76,Good
5855.65,107.55,11.93,14.96,Faulty
6512.96,114.8,199.49,361.64,Faulty
3045.88,76.66,175.16,222.8,Good
6611.19,61.71,62.98,348.76,Good
1100.86,51.07,55.2,354.27,Good
7211.12,34.48,79.38,183.54,Good
4606.94,54.17,74.45,207.99,Good
6629.73,88.88,77.61,172.14,Good
3892.39,78.03,67.06,185.28,Good
5326.83,114.96,126.12,359.11,Faulty
4448.02,65.66,37.03,317.38,Good
5986.92,92.45,169.97,59.35,Good
1112.22,74.04,163.42,248.02,Good
952.64,76.13,97.91,398.4,Good
2353.27,54.1,171.28,242.26,Good
1696.59,70.95,53.19,316.49,Good
7038.38,72.37,8.43,309.93,Good
2144.1,93.6,125.75,146.62,Good
7818.99,114.66,94.29,155.02,Faulty
3026.72,59.64,115.6,292.39,Good
1865.88,33.8,180.37,204.99,Faulty
6422.74,74.67,194.14,232.52,Faulty
5440.31,79.0,128.72,288.03,Good
4236.47,45.16,153.99,313.25,Good
4665.23,98.44,21.34,115.89,Good
5894.01,118.64,36.34,67.25,Faulty
2213.41,115.12,147.97,123.8,Faulty
7972.5,47.74,89.12,207.94,Good
7810.95,108.78,91.96,143.44,Faulty
5377.44,93.4,65.18,231.66,Good
1996.57,70.85,123.43,30.85,Good
5601.71,78.65,41.11,208.8,Good
1041.49,106.46,127.25,153.51,Faulty
729.89,73.21,38.89,218.52,Good
2432.62,63.59,17.45,174.79,Good
3969.67,74.39,69.42,120.85,Good
7012.04,82.12,50.07,362.6,Good
5953.77,47.02,178.35,82.06,Good
6070.3,111.08,15.72,275.73,Faulty
3691.2,90.68,39.44,370.61,Good
3094.51,86.99,112.0,220.08,Good
3282.79,38.95,98.81,351.8,Good
7907.37,84.38,13.94,58.69,Good
800.82,40.89,6.41,202.58,Good
7002.74,37.08,197.67,188.24,Faulty
4840.07,77.46,133.47,13.17,Good
3789.62,66.25,76.25,182.87,Good
5939.43,82.99,96.73,153.92,Good
4150.02,38.03,56.98,271.22,Good
7050.67,68.79,72.25,375.95,Good
