Speed (km/h),Voltage Fluctuation (V),Battery Discharge Rate (C),Ambient Temp (°C),SoC (%),Motor Power (kW),Vehicle Status
144.33,0.64,0.64,-3.9,37.81,38.13,Not Good
56.23,0.37,0.27,17.25,78.24,16.08,Good Condition
42.86,0.6,0.37,44.42,84.74,21.94,Not Good
130.29,0.98,0.65,28.51,46.15,38.84,Good Condition
33.54,0.1,0.1,32.99,87.72,5.77,Good Condition
144.48,1.13,0.71,0.95,37.73,42.81,Good Condition
1.82,0.23,0.0,18.66,95.26,0.0,Good Condition
145.48,0.93,0.84,9.31,43.82,50.22,Good Condition
6.47,0.15,0.0,39.7,96.09,0.0,Good Condition
133.67,0.92,0.93,4.06,48.24,55.51,Good Condition
79.16,0.64,0.27,17.94,71.66,16.12,Good Condition
148.94,1.32,0.93,24.4,43.95,55.84,Good Condition
11.07,0.21,0.0,20.7,92.29,0.0,Good Condition
83.08,0.94,0.51,36.51,66.63,30.82,Good Condition
145.4,1.22,0.9,6.57,44.18,53.95,Good Condition
78.46,0.64,0.44,13.87,71.35,26.37,Good Condition
94.41,0.61,0.3,34.6,65.08,18.19,Good Condition
104.36,0.73,0.57,21.4,55.54,34.22,Good Condition
68.18,0.39,0.12,15.11,69.65,7.21,Good Condition
94.13,0.41,0.43,-3.53,63.25,25.51,Not Good
87.65,0.89,0.6,32.67,67.35,36.03,Good Condition
135.17,0.8,0.85,43.61,44.12,51.24,Not Good
6.82,0.43,0.02,26.01,93.32,1.35,Good Condition
42.14,0.43,0.02,37.83,85.31,0.94,Good Condition
142.56,0.91,0.88,20.84,40.97,52.59,Good Condition
133.54,0.8,0.71,6.58,43.25,42.84,Good Condition
68.35,0.24,0.0,-4.28,69.14,0.0,Not Good
93.02,0.83,0.59,27.67,60.94,35.46,Good Condition
41.61,0.3,0.17,19.66,84.28,10.28,Good Condition
28.22,0.58,0.31,34.1,87.3,18.63,Good Condition
69.55,0.28,0.14,29.73,67.38,8.54,Good Condition
53.0,0.03,0.0,44.4,74.77,0.0,Not Good
87.55,0.43,0.47,20.52,62.89,28.49,Good Condition
11.66,0.13,0.09,16.36,96.93,5.2,Good Condition
146.16,0.86,0.51,9.34,37.52,30.62,Good Condition
147.93,1.06,0.64,18.84,41.43,38.44,Good Condition
104.72,1.1,0.99,38.64,54.31,59.41,Good Condition
80.41,0.56,0.34,-2.88,64.95,20.15,Not Good
46.43,0.36,0.32,43.9,78.15,19.31,Not Good
122.07,0.75,0.53,44.67,46.84,31.79,Not Good
102.71,0.23,0.17,24.89,60.63,10.22,Good Condition
24.39,0.36,0.06,11.58,89.88,3.84,Good Condition
136.64,1.08,0.69,6.15,48.65,41.18,Good Condition
123.38,0.62,0.58,8.82,46.64,34.79,Good Condition
142.47,1.06,0.75,-2.49,39.46,44.95,Not Good
108.86,0.55,0.6,18.76,54.52,36.02,Good Condition
92.01,0.57,0.43,-2.13,65.85,25.78,Not Good
62.74,0.12,0.08,30.92,72.96,4.59,Good Condition
139.91,0.93,0.83,13.6,43.12,49.96,Good Condition
129.91,0.41,0.36,4.97,46.05,21.77,Good Condition
6.78,0.19,0.0,22.24,93.09,0.0,Good Condition
3.96,0.33,0.13,43.69,100.0,8.02,Not Good
56.47,0.45,0.34,29.76,77.9,20.25,Good Condition
121.58,0.89,0.63,19.59,54.25,37.54,Good Condition
148.09,0.97,0.57,33.85,42.35,34.33,Good Condition
22.56,0.2,0.0,31.87,91.12,0.0,Good Condition
89.12,0.45,0.39,39.59,60.25,23.62,Good Condition
57.13,0.14,0.0,5.23,78.57,0.0,Good Condition
145.49,1.03,0.66,37.94,38.36,39.88,Good Condition
126.32,0.98,0.77,10.05,48.62,46.42,Good Condition
125.75,1.04,0.9,42.05,50.99,53.95,Not Good
70.3,0.31,0.26,9.05,74.7,15.56,Good Condition
62.22,0.59,0.41,41.34,76.96,24.62,Not Good
41.01,0.14,0.0,43.19,85.31,0.0,Not Good
8.46,0.59,0.14,2.27,93.11,8.15,Good Condition
129.71,0.94,0.55,43.72,46.58,33.15,Not Good
121.94,0.66,0.69,-0.71,46.66,41.32,Not Good
149.96,0.96,0.78,5.93,42.21,46.54,Good Condition
149.5,1.04,1.03,17.21,44.73,62.04,Good Condition
83.31,0.44,0.26,44.68,64.32,15.47,Not Good
115.35,1.07,0.7,19.43,49.74,42.05,Good Condition
141.71,0.91,0.72,22.52,43.07,43.01,Good Condition
127.45,0.75,0.65,29.72,52.59,38.74,Good Condition
37.1,0.21,0.12,43.41,85.68,7.33,Not Good
67.58,0.56,0.17,34.17,68.44,10.38,Good Condition
19.37,0.37,0.07,6.21,96.99,4.06,Good Condition
143.11,0.92,0.76,10.15,46.04,45.72,Good Condition
90.93,0.55,0.49,-0.12,59.95,29.3,Not Good
34.3,0.3,0.15,27.22,90.5,9.19,Good Condition
100.76,1.06,0.64,4.04,59.2,38.4,Good Condition
92.72,0.81,0.61,7.87,61.63,36.76,Good Condition
53.72,0.26,0.06,39.41,78.12,3.8,Good Condition
17.03,0.45,0.2,11.34,96.53,12.29,Good Condition
100.74,0.67,0.31,23.33,61.3,18.55,Good Condition
78.05,0.59,0.47,14.88,64.37,28.27,Good Condition
115.85,0.72,0.7,-1.3,58.24,42.16,Not Good
78.02,0.34,0.05,13.14,65.27,3.27,Good Condition
127.83,0.95,0.69,15.4,51.32,41.4,Good Condition
82.79,0.65,0.32,39.79,68.25,19.34,Good Condition
84.14,0.69,0.28,11.22,63.22,16.91,Good Condition
131.5,1.02,0.92,13.96,44.11,55.38,Good Condition
60.52,0.19,0.17,34.14,79.49,9.96,Good Condition
20.1,0.48,0.0,32.95,91.16,0.0,Good Condition
4.32,0.24,0.02,34.91,99.82,1.45,Good Condition
113.27,0.94,0.7,42.69,54.73,41.86,Not Good
93.05,0.73,0.44,34.78,65.05,26.23,Good Condition
105.61,0.93,0.73,15.38,57.55,43.85,Good Condition
31.94,0.3,0.22,36.08,85.1,12.97,Good Condition
20.46,0.38,0.0,20.43,90.45,0.0,Good Condition
2.18,0.4,0.0,8.89,100.0,0.0,Good Condition
52.59,0.4,0.14,10.15,78.65,8.32,Good Condition
88.49,0.71,0.51,6.19,61.74,30.82,Good Condition
58.84,0.06,0.0,2.25,80.81,0.0,Good Condition
65.62,0.7,0.73,4.22,76.72,43.67,Good Condition
135.62,0.9,0.81,-1.84,41.31,48.76,Not Good
52.24,0.39,0.26,39.42,84.09,15.32,Good Condition
77.1,0.98,0.56,41.55,71.11,33.88,Not Good
117.55,1.29,1.0,24.34,49.58,60.03,Good Condition
59.48,0.7,0.41,37.02,73.58,24.87,Good Condition
93.31,0.82,0.62,4.18,64.6,37.23,Good Condition
129.35,0.72,0.71,40.08,51.06,42.36,Not Good
142.43,1.16,0.74,20.32,40.42,44.66,Good Condition
22.06,0.19,0.0,-1.64,88.75,0.16,Not Good
138.99,0.6,0.61,2.07,42.48,36.48,Good Condition
73.82,0.46,0.23,10.45,71.45,14.07,Good Condition
38.74,0.44,0.0,-2.82,81.22,0.0,Not Good
68.87,0.72,0.31,10.46,68.49,18.51,Good Condition
147.0,0.47,0.52,-2.0,42.99,31.01,Not Good
73.89,0.79,0.38,6.8,73.23,22.87,Good Condition
49.31,0.32,0.21,8.28,80.28,12.54,Good Condition
95.01,0.47,0.5,44.72,60.63,29.82,Not Good
36.02,0.48,0.06,6.78,84.91,3.63,Good Condition
11.38,0.93,0.55,6.96,94.33,32.99,Good Condition
19.33,0.57,0.3,29.34,96.87,17.8,Good Condition
19.21,0.29,0.0,37.97,95.0,0.0,Good Condition
22.79,0.52,0.12,14.35,87.97,7.44,Good Condition
20.82,0.39,0.0,38.78,90.51,0.0,Good Condition
96.13,0.72,0.31,12.01,61.99,18.6,Good Condition
27.28,0.28,0.0,4.85,90.22,0.0,Good Condition
51.85,0.75,0.3,11.48,78.94,18.03,Good Condition
134.52,1.04,0.6,25.47,49.29,36.21,Good Condition
71.09,0.5,0.49,13.36,74.24,29.69,Good Condition
100.13,1.03,0.67,28.64,60.0,40.13,Good Condition
25.85,0.55,0.33,6.85,93.21,19.68,Good Condition
28.84,0.19,0.0,30.05,90.97,0.0,Good Condition
6.13,0.39,0.1,12.37,100.0,5.81,Good Condition
25.34,0.21,0.2,17.79,94.43,12.13,Good Condition
41.79,0.34,0.1,22.89,80.95,5.84,Good Condition
26.55,0.44,0.0,29.31,87.06,0.0,Good Condition
13.31,0.39,0.31,6.94,98.57,18.77,Good Condition
18.1,0.31,0.1,36.8,95.48,6.15,Good Condition
69.12,0.86,0.43,31.09,76.62,25.71,Good Condition
30.95,0.21,0.0,6.7,83.25,0.0,Good Condition
54.64,0.22,0.04,43.75,79.42,2.4,Not Good
75.51,0.46,0.26,28.24,66.24,15.82,Good Condition
103.56,0.71,0.5,17.62,58.62,30.19,Good Condition
5.9,0.32,0.0,2.88,94.2,0.0,Good Condition
119.91,0.96,0.62,21.66,48.32,37.38,Good Condition
94.19,0.39,0.19,3.24,57.45,11.17,Good Condition
12.26,0.41,0.0,16.47,96.4,0.0,Good Condition
131.04,0.99,0.81,15.44,46.18,48.4,Good Condition
138.13,0.93,0.84,31.0,40.8,50.45,Good Condition
9.16,0.33,0.0,4.62,94.56,0.0,Good Condition
41.53,0.36,0.01,36.09,80.08,0.32,Good Condition
120.93,0.69,0.46,11.31,56.04,27.59,Good Condition
112.24,0.49,0.51,17.2,53.3,30.89,Good Condition
27.68,0.28,0.21,33.62,87.27,12.9,Good Condition
31.4,0.39,0.28,26.27,90.84,16.79,Good Condition
55.57,0.29,0.17,10.4,79.25,9.93,Good Condition
72.68,0.47,0.15,14.31,73.03,9.02,Good Condition
92.74,0.46,0.5,10.29,64.26,30.21,Good Condition
55.34,0.48,0.11,24.74,82.33,6.58,Good Condition
69.38,0.35,0.24,11.63,69.32,14.26,Good Condition
112.12,0.87,0.8,31.28,60.04,47.83,Good Condition
5.5,0.4,0.15,23.99,100.0,9.2,Good Condition
37.87,0.27,0.18,2.29,85.74,10.98,Good Condition
107.0,0.74,0.33,10.51,58.82,19.97,Good Condition
134.28,0.72,0.75,6.07,47.78,45.05,Good Condition
76.75,0.71,0.54,14.52,64.88,32.57,Good Condition
79.82,0.71,0.32,20.8,65.25,19.24,Good Condition
16.08,0.56,0.28,20.34,98.18,16.87,Good Condition
67.11,0.62,0.53,32.73,73.5,31.61,Good Condition
79.89,0.81,0.66,4.46,66.83,39.66,Good Condition
36.37,0.53,0.2,42.32,88.07,12.01,Not Good
40.39,0.73,0.27,12.14,84.09,16.03,Good Condition
56.59,0.89,0.49,10.01,72.49,29.36,Good Condition
3.01,0.25,0.08,29.26,100.0,4.92,Good Condition
48.31,0.61,0.13,35.28,83.0,7.58,Good Condition
31.72,0.05,0.05,13.92,83.96,3.11,Good Condition
49.12,0.24,0.25,32.34,84.92,15.23,Good Condition
17.96,0.41,0.0,39.19,90.05,0.0,Good Condition
133.58,0.72,0.69,33.34,46.15,41.23,Good Condition
89.04,0.59,0.62,-3.29,60.53,37.19,Not Good
101.87,0.25,0.15,36.37,60.29,8.91,Good Condition
118.38,1.0,0.87,33.72,51.4,52.25,Good Condition
74.77,0.85,0.54,28.46,68.63,32.49,Good Condition
13.04,0.31,0.0,33.0,98.05,0.0,Good Condition
80.57,0.55,0.48,43.97,62.87,28.69,Not Good
88.03,0.64,0.43,16.56,67.77,25.9,Good Condition
111.82,1.16,0.78,-1.64,55.99,46.77,Not Good
64.75,0.82,0.46,18.04,78.96,27.72,Good Condition
19.14,0.16,0.0,-2.68,93.24,0.0,Not Good
42.57,0.74,0.28,9.71,78.53,16.69,Good Condition
54.46,0.54,0.21,24.34,73.72,12.48,Good Condition
96.89,0.48,0.5,10.48,65.08,29.85,Good Condition
85.62,0.28,0.3,29.27,69.17,17.74,Good Condition
53.41,0.56,0.53,36.1,77.09,31.68,Good Condition
147.98,1.24,0.98,16.02,41.99,58.64,Good Condition
90.87,0.38,0.32,40.01,63.55,19.47,Not Good
35.58,0.26,0.0,-1.01,90.44,0.0,Not Good
15.27,0.05,0.0,37.01,98.39,0.0,Good Condition
22.93,0.6,0.16,36.43,95.67,9.49,Good Condition
36.89,0.34,0.19,11.1,88.91,11.51,Good Condition
24.1,0.72,0.3,9.94,94.45,18.0,Good Condition
27.99,0.69,0.24,10.25,85.98,14.44,Good Condition
42.76,0.31,0.34,35.57,86.2,20.57,Good Condition
26.01,0.37,0.15,36.58,91.69,9.26,Good Condition
134.51,0.45,0.49,11.49,50.82,29.13,Good Condition
12.04,0.46,0.01,24.63,95.9,0.42,Good Condition
78.68,0.76,0.55,1.95,64.38,33.21,Good Condition
61.56,0.28,0.27,18.44,76.35,16.32,Good Condition
147.36,0.85,0.88,44.94,42.92,53.03,Not Good
16.81,0.2,0.01,2.94,90.48,0.36,Good Condition
59.68,0.56,0.1,42.38,75.07,5.93,Not Good
145.42,1.04,0.77,36.21,42.82,46.01,Good Condition
129.83,1.1,0.74,43.61,46.81,44.32,Not Good
122.56,0.66,0.53,3.98,49.73,31.92,Good Condition
38.69,0.13,0.12,5.68,80.86,7.29,Good Condition
25.63,0.49,0.0,-4.16,94.15,0.0,Not Good
100.3,0.63,0.69,31.24,62.39,41.44,Good Condition
139.41,1.1,0.7,27.2,39.25,41.96,Good Condition
83.51,0.77,0.65,3.9,69.25,38.81,Good Condition
85.74,0.61,0.67,34.56,68.1,40.35,Good Condition
42.0,0.49,0.16,9.96,78.3,9.83,Good Condition
115.42,0.88,0.43,1.75,52.53,25.72,Good Condition
28.06,0.48,0.0,16.13,89.84,0.0,Good Condition
48.55,0.08,0.0,-0.45,80.11,0.0,Not Good
63.82,0.15,0.06,8.16,77.25,3.84,Good Condition
76.14,0.82,0.59,13.57,68.8,35.52,Good Condition
36.36,0.47,0.17,37.59,81.99,10.11,Good Condition
17.23,0.48,0.13,34.63,97.87,7.55,Good Condition
91.59,0.16,0.08,17.14,60.78,4.92,Good Condition
43.29,0.48,0.0,31.23,84.86,0.0,Good Condition
87.19,0.84,0.57,23.43,61.56,34.44,Good Condition
23.15,0.54,0.13,12.04,89.03,8.08,Good Condition
72.17,0.55,0.32,31.29,70.55,18.91,Good Condition
79.89,0.64,0.48,29.17,64.97,28.67,Good Condition
7.77,0.76,0.3,25.95,96.39,17.76,Good Condition
50.49,0.46,0.18,25.9,76.38,11.06,Good Condition
20.16,0.51,0.09,29.15,92.53,5.11,Good Condition
9.51,0.53,0.06,14.23,97.83,3.72,Good Condition
148.49,1.42,1.21,38.45,36.23,72.36,Good Condition
48.35,0.27,0.0,3.12,84.37,0.0,Good Condition
121.48,0.68,0.75,39.19,48.26,44.9,Good Condition
38.2,0.15,0.14,12.11,81.98,8.35,Good Condition
102.23,0.65,0.61,1.25,60.72,36.62,Good Condition
114.03,0.52,0.48,25.0,54.07,28.71,Good Condition
89.35,0.52,0.43,13.8,64.26,25.84,Good Condition
70.74,0.56,0.45,35.77,67.99,27.01,Good Condition
61.78,0.9,0.8,16.54,78.35,48.04,Good Condition
52.33,0.54,0.37,28.43,80.24,21.94,Good Condition
139.43,0.6,0.61,10.41,40.58,36.44,Good Condition
124.59,0.55,0.58,5.47,48.9,35.01,Good Condition
144.75,0.97,0.71,14.4,45.2,42.45,Good Condition
18.64,0.27,0.0,25.34,93.23,0.0,Good Condition
109.63,0.68,0.51,27.85,52.23,30.36,Good Condition
140.75,1.11,0.88,23.91,42.43,52.76,Good Condition
27.18,0.41,0.0,44.4,86.55,0.0,Not Good
9.97,0.4,0.21,29.55,96.18,12.38,Good Condition
111.17,0.91,0.65,41.58,58.97,39.1,Not Good
86.17,0.74,0.3,0.9,64.89,17.87,Good Condition
126.27,1.0,0.64,-1.93,48.82,38.47,Not Good
20.97,0.52,0.34,10.55,95.67,20.61,Good Condition
119.29,0.99,0.74,1.83,53.05,44.58,Good Condition
30.24,0.2,0.12,21.29,88.56,7.26,Good Condition
24.55,0.33,0.05,20.95,87.8,3.21,Good Condition
24.64,0.59,0.11,23.75,91.22,6.38,Good Condition
122.19,0.76,0.55,32.26,51.88,33.22,Good Condition
99.78,0.6,0.15,43.57,59.06,9.02,Not Good
78.46,0.85,0.72,38.91,73.52,42.95,Good Condition
53.82,0.74,0.26,0.92,82.29,15.89,Good Condition
131.58,0.98,0.76,11.93,49.86,45.88,Good Condition
58.87,0.25,0.26,7.79,76.83,15.38,Good Condition
122.49,0.76,0.52,3.84,50.62,31.1,Good Condition
65.87,0.38,0.27,22.24,70.5,16.41,Good Condition
56.54,0.02,0.0,22.66,75.44,0.0,Good Condition
69.4,1.04,0.7,6.36,74.98,42.22,Good Condition
45.21,0.14,0.0,30.59,81.45,0.0,Good Condition
112.14,0.76,0.4,31.65,58.97,24.27,Good Condition
75.41,0.4,0.28,-3.95,66.32,17.08,Not Good
34.83,0.42,0.36,14.79,86.15,21.38,Good Condition
134.94,1.14,0.72,39.51,47.5,43.33,Good Condition
57.58,0.23,0.05,21.02,77.14,3.18,Good Condition
81.53,0.84,0.6,12.38,71.28,36.14,Good Condition
135.97,1.07,0.85,7.68,50.51,50.89,Good Condition
93.64,0.78,0.55,7.17,58.7,33.24,Good Condition
17.53,0.62,0.18,-0.01,89.29,10.89,Not Good
140.97,1.38,1.16,35.86,39.91,69.46,Good Condition
94.16,0.95,0.83,-0.67,64.15,49.89,Not Good
50.24,0.53,0.11,9.61,78.63,6.33,Good Condition
20.89,0.4,0.35,-2.72,93.98,20.84,Not Good
119.1,0.89,0.68,34.07,51.41,41.01,Good Condition
93.01,0.96,0.54,-3.04,64.07,32.62,Not Good
80.02,0.4,0.1,10.42,70.69,6.15,Good Condition
134.08,1.03,0.69,23.66,46.85,41.15,Good Condition
118.29,0.76,0.48,15.48,53.08,28.75,Good Condition
22.75,0.62,0.22,9.11,86.78,13.38,Good Condition
46.76,0.81,0.38,8.76,80.4,22.82,Good Condition
37.27,0.14,0.0,34.89,85.55,0.0,Good Condition
111.59,0.6,0.57,43.7,54.98,34.16,Not Good
5.03,0.42,0.2,12.4,100.0,12.05,Good Condition
85.48,0.7,0.39,-3.04,69.87,23.1,Not Good
114.37,0.75,0.71,-3.17,57.47,42.7,Not Good
131.51,0.68,0.76,32.96,46.15,45.39,Good Condition
51.31,0.43,0.28,22.62,81.65,16.95,Good Condition
123.19,1.02,0.6,34.18,49.68,36.0,Good Condition
16.59,0.35,0.0,29.87,90.69,0.0,Good Condition
126.97,0.63,0.48,40.38,47.64,28.93,Not Good
19.12,0.26,0.19,39.29,88.06,11.23,Good Condition
59.59,0.42,0.27,34.42,74.48,16.39,Good Condition
119.59,0.62,0.6,18.76,51.77,35.98,Good Condition
22.49,0.07,0.01,10.41,95.56,0.79,Good Condition
34.39,0.53,0.09,20.35,84.38,5.32,Good Condition
108.34,1.15,0.73,20.1,60.69,43.65,Good Condition
108.01,0.53,0.5,25.51,54.09,29.71,Good Condition
96.17,0.26,0.26,4.3,58.44,15.35,Good Condition
104.09,0.75,0.65,27.78,58.55,39.07,Good Condition
81.41,0.55,0.36,17.83,69.16,21.5,Good Condition
37.77,0.25,0.16,26.01,80.34,9.68,Good Condition
51.85,0.6,0.5,6.98,76.47,29.78,Good Condition
27.24,0.19,0.1,16.72,88.66,6.12,Good Condition
136.27,1.09,0.78,5.51,43.8,46.59,Good Condition
87.51,0.56,0.23,38.77,67.12,13.89,Good Condition
60.13,0.53,0.24,19.4,76.06,14.17,Good Condition
69.3,0.58,0.43,6.25,68.88,25.51,Good Condition
142.09,0.91,0.51,-2.94,47.11,30.39,Not Good
23.0,0.59,0.12,28.79,88.73,7.18,Good Condition
87.93,0.49,0.45,5.73,67.14,26.84,Good Condition
75.88,0.44,0.37,44.48,72.45,22.06,Not Good
91.72,0.83,0.63,21.69,67.94,37.54,Good Condition
2.72,0.1,0.06,9.45,98.9,3.74,Good Condition
130.82,1.06,0.94,27.88,48.83,56.39,Good Condition
139.82,0.82,0.59,8.76,42.42,35.13,Good Condition
84.77,0.65,0.43,36.01,67.87,26.08,Good Condition
104.5,0.65,0.54,10.41,57.83,32.62,Good Condition
138.37,0.78,0.56,44.41,44.03,33.82,Not Good
106.09,1.11,0.7,25.26,61.12,41.92,Good Condition
22.88,0.53,0.47,37.22,86.35,28.38,Good Condition
86.44,0.7,0.42,-1.36,69.24,25.14,Not Good
91.01,0.5,0.53,12.41,67.12,31.97,Good Condition
63.62,0.31,0.31,31.87,74.62,18.36,Good Condition
110.47,0.68,0.45,27.75,55.72,26.83,Good Condition
140.16,0.46,0.45,4.71,42.56,26.99,Good Condition
138.84,0.58,0.63,12.81,49.41,37.63,Good Condition
67.63,0.16,0.08,8.17,69.06,4.93,Good Condition
16.99,0.59,0.34,25.67,94.11,20.63,Good Condition
147.73,1.06,0.78,12.23,42.73,46.99,Good Condition
125.83,0.65,0.6,10.45,54.01,36.25,Good Condition
18.7,0.53,0.22,5.37,95.32,12.92,Good Condition
138.13,0.59,0.55,15.45,46.19,33.2,Good Condition
130.48,0.81,0.56,4.78,43.97,33.81,Good Condition
77.83,0.55,0.38,43.13,67.61,22.99,Not Good
88.69,0.87,0.61,2.73,60.91,36.39,Good Condition
59.85,0.82,0.35,40.67,79.87,21.3,Not Good
8.21,0.53,0.07,16.42,99.21,3.99,Good Condition
50.28,0.21,0.23,13.89,82.46,13.99,Good Condition
120.43,1.07,0.69,6.57,53.35,41.68,Good Condition
0.69,0.06,0.03,26.79,99.79,2.09,Good Condition
50.02,0.52,0.05,29.28,76.49,2.83,Good Condition
59.73,0.39,0.28,18.38,74.41,16.7,Good Condition
80.61,0.38,0.21,-2.21,64.13,12.54,Not Good
137.98,0.72,0.75,40.93,47.06,45.17,Not Good
51.95,0.19,0.15,44.02,75.82,8.93,Not Good
52.04,0.95,0.65,16.55,81.2,39.16,Good Condition
110.63,0.98,0.56,25.68,57.67,33.63,Good Condition
67.83,0.38,0.08,17.51,72.46,4.88,Good Condition
33.69,0.46,0.11,11.09,82.88,6.83,Good Condition
67.87,0.74,0.4,-1.13,71.0,24.12,Not Good
21.13,0.45,0.36,17.8,89.75,21.4,Good Condition
26.46,0.03,0.0,35.92,91.42,0.22,Good Condition
74.76,0.08,0.09,-4.15,66.24,5.44,Not Good
62.84,0.56,0.42,24.11,78.16,25.43,Good Condition
137.23,0.57,0.5,39.04,47.72,30.26,Good Condition
54.36,0.18,0.17,5.88,75.12,10.14,Good Condition
87.09,0.43,0.38,4.16,67.36,22.96,Good Condition
94.84,0.48,0.46,33.61,63.75,27.59,Good Condition
1.96,0.56,0.12,7.75,100.0,7.16,Good Condition
99.53,0.42,0.39,4.6,57.08,23.14,Good Condition
26.71,0.32,0.06,13.9,85.89,3.44,Good Condition
144.16,1.0,0.78,14.63,39.7,46.61,Good Condition
22.3,0.37,0.11,38.71,89.74,6.47,Good Condition
62.19,0.32,0.3,25.92,78.06,18.03,Good Condition
12.8,0.26,0.12,15.3,97.26,6.92,Good Condition
149.53,0.88,0.95,21.72,44.44,57.29,Good Condition
75.33,0.58,0.42,42.7,65.45,25.38,Not Good
89.31,0.56,0.51,0.66,59.39,30.85,Good Condition
10.06,0.28,0.0,5.39,97.97,0.0,Good Condition
112.49,0.87,0.59,43.13,52.8,35.22,Not Good
31.49,0.45,0.21,42.87,85.75,12.33,Not Good
134.71,0.97,0.84,3.86,46.58,50.39,Good Condition
30.77,0.2,0.01,2.26,83.72,0.4,Good Condition
28.6,0.42,0.0,16.05,89.99,0.12,Good Condition
5.48,0.11,0.0,-2.51,96.06,0.0,Not Good
70.81,0.75,0.42,27.75,73.0,25.28,Good Condition
84.73,0.9,0.58,-1.13,69.45,35.04,Not Good
9.86,0.21,0.0,-2.1,92.77,0.0,Not Good
116.33,0.83,0.75,19.26,57.78,45.22,Good Condition
67.99,0.54,0.34,42.89,73.11,20.21,Not Good
78.66,0.37,0.36,16.34,72.77,21.36,Good Condition
66.11,0.27,0.27,12.82,70.63,16.23,Good Condition
60.11,0.41,0.4,44.9,77.0,23.83,Not Good
83.95,0.51,0.46,21.6,65.46,27.69,Good Condition
23.29,0.67,0.47,13.76,93.43,28.0,Good Condition
27.29,0.42,0.0,14.29,90.14,0.0,Good Condition
129.27,0.81,0.77,4.75,48.24,46.2,Good Condition
141.92,1.08,0.68,20.61,47.36,40.59,Good Condition
56.0,0.57,0.11,16.94,76.37,6.34,Good Condition
40.61,0.63,0.17,8.54,80.96,10.11,Good Condition
96.6,0.87,0.5,3.03,62.44,30.29,Good Condition
61.31,0.87,0.77,10.56,76.72,45.94,Good Condition
3.81,0.04,0.0,20.43,97.87,0.0,Good Condition
23.42,0.28,0.0,-2.08,90.5,0.0,Not Good
107.4,0.81,0.59,2.69,61.64,35.57,Good Condition
98.84,0.56,0.15,42.38,62.79,8.98,Not Good
4.06,0.5,0.0,22.14,94.48,0.0,Good Condition
33.3,0.38,0.14,-1.83,83.8,8.21,Not Good
34.66,0.42,0.27,29.65,90.89,16.4,Good Condition
100.78,0.7,0.67,-1.91,61.95,40.16,Not Good
2.96,0.0,0.0,31.94,100.0,0.0,Good Condition
15.62,0.28,0.03,32.5,91.79,1.74,Good Condition
119.99,0.73,0.5,27.55,54.42,29.85,Good Condition
26.78,0.41,0.0,31.61,91.43,0.0,Good Condition
97.91,0.74,0.54,-0.6,58.78,32.49,Not Good
35.73,0.46,0.0,31.34,86.22,0.0,Good Condition
14.92,0.31,0.0,1.83,95.31,0.0,Good Condition
36.48,0.42,0.0,11.98,85.22,0.0,Good Condition
108.34,0.65,0.64,42.14,59.94,38.68,Not Good
128.35,1.31,0.98,20.14,51.99,58.68,Good Condition
124.53,0.73,0.44,43.37,53.69,26.21,Not Good
59.58,0.09,0.0,-0.55,79.2,0.0,Not Good
100.21,0.53,0.48,18.88,59.8,28.97,Good Condition
30.75,0.58,0.12,-1.88,86.52,7.48,Not Good
43.97,0.22,0.22,26.51,85.72,13.43,Good Condition
134.45,0.81,0.64,-1.06,46.12,38.54,Not Good
1.95,0.16,0.0,3.77,96.68,0.0,Good Condition
12.83,0.43,0.1,7.94,94.94,6.24,Good Condition
31.18,0.69,0.3,32.44,83.95,17.85,Good Condition
3.98,0.18,0.0,3.2,100.0,0.0,Good Condition
27.22,0.25,0.04,37.33,87.47,2.63,Good Condition
87.46,0.91,0.46,1.6,62.62,27.8,Good Condition
63.21,0.52,0.14,-3.24,79.28,8.2,Not Good
133.9,1.35,1.0,14.75,49.21,60.1,Good Condition
122.62,0.7,0.54,43.97,53.82,32.14,Not Good
51.27,0.31,0.22,0.52,80.73,13.11,Good Condition
38.91,0.44,0.25,0.09,87.83,15.27,Good Condition
56.95,0.5,0.16,32.56,79.81,9.43,Good Condition
88.54,0.17,0.13,10.61,65.57,7.58,Good Condition
40.21,0.22,0.1,30.86,88.53,5.81,Good Condition
93.62,0.6,0.64,5.0,59.47,38.15,Good Condition
61.41,0.42,0.22,18.0,79.87,13.42,Good Condition
82.81,0.65,0.26,8.26,65.89,15.57,Good Condition
65.42,0.42,0.46,17.58,74.12,27.37,Good Condition
44.17,0.46,0.13,33.45,78.56,8.0,Good Condition
142.27,1.08,0.68,33.1,43.49,40.91,Good Condition
114.54,0.67,0.62,20.79,55.3,36.97,Good Condition
21.02,0.53,0.21,41.42,96.57,12.34,Not Good
130.27,1.47,1.09,8.19,52.64,65.22,Good Condition
73.11,0.92,0.48,7.02,75.42,28.97,Good Condition
134.18,0.93,0.91,25.69,44.81,54.49,Good Condition
119.98,0.54,0.54,26.06,56.92,32.45,Good Condition
63.78,0.18,0.12,-2.67,74.04,7.31,Not Good
3.37,0.37,0.02,25.39,100.0,1.14,Good Condition
40.3,0.53,0.19,13.72,81.04,11.2,Good Condition
81.25,0.53,0.21,32.37,67.56,12.71,Good Condition
95.02,0.57,0.44,35.41,66.65,26.6,Good Condition
