Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
306.91,-16.59,-5090.41,82.48,98.05,52.43,Non-Healthy
365.94,22.96,8403.34,87.24,86.96,38.76,Healthy
352.98,145.0,51183.42,45.89,88.34,38.02,Healthy
406.52,-77.52,-31513.62,87.09,72.07,21.47,Non-Healthy
342.11,54.38,18605.52,28.29,95.93,22.43,Healthy
314.05,64.8,20348.87,87.02,78.56,20.26,Non-Healthy
317.16,32.2,10211.67,32.22,88.45,51.96,Non-Healthy
391.38,-123.43,-48306.82,26.63,99.37,34.29,Healthy
374.19,53.06,19854.95,71.34,87.87,36.4,Healthy
312.13,-130.77,-40818.35,57.75,91.74,49.59,Healthy
310.09,28.84,8943.94,92.63,83.36,41.32,Non-Healthy
384.12,71.87,27608.11,49.06,71.81,41.33,Non-Healthy
308.73,-86.71,-26769.82,42.97,93.93,30.38,Healthy
398.62,102.49,40853.54,60.06,71.05,49.19,Non-Healthy
384.75,-140.89,-54208.78,56.48,91.02,25.8,Healthy
309.76,103.14,31950.03,47.55,70.69,21.86,Non-Healthy
310.18,-11.9,-3691.55,75.5,95.87,26.71,Healthy
418.4,-84.72,-35448.09,80.76,74.73,29.37,Non-Healthy
344.91,-109.87,-37894.35,88.24,85.43,29.88,Healthy
344.48,135.99,46846.18,97.83,87.91,43.47,Healthy
397.54,-128.2,-50964.24,41.33,83.73,27.62,Non-Healthy
413.67,-90.27,-37342.79,77.29,80.22,43.68,Non-Healthy
418.32,-45.65,-19097.69,51.54,84.03,23.19,Non-Healthy
390.41,36.07,14082.1,74.17,79.34,25.15,Non-Healthy
345.15,13.44,4638.94,58.08,83.14,37.81,Non-Healthy
310.02,-112.31,-34817.41,99.5,80.77,52.27,Non-Healthy
393.26,-63.08,-24807.32,78.31,86.99,50.08,Non-Healthy
367.01,-78.37,-28764.1,96.2,77.14,53.91,Non-Healthy
350.91,-85.94,-30155.91,86.8,99.66,42.77,Healthy
408.76,-26.66,-10896.26,92.23,85.03,43.65,Healthy
313.34,61.21,19179.59,85.15,75.82,41.88,Non-Healthy
359.12,-84.76,-30440.07,56.73,84.31,41.8,Non-Healthy
301.36,-40.0,-12053.39,40.14,95.99,25.15,Healthy
356.24,-32.72,-11657.85,49.63,70.65,39.03,Non-Healthy
306.76,142.94,43846.83,21.62,90.39,33.51,Healthy
314.26,136.4,42864.78,61.92,86.44,35.49,Healthy
314.1,90.04,28282.25,60.4,75.09,38.33,Non-Healthy
377.91,-77.5,-29288.53,62.02,94.52,24.49,Healthy
389.53,-129.59,-50478.13,97.92,81.07,32.58,Non-Healthy
370.0,-54.93,-20323.87,92.92,78.81,22.22,Non-Healthy
415.46,-69.96,-29066.31,32.94,94.84,54.29,Non-Healthy
344.98,1.78,613.29,49.51,89.16,24.15,Healthy
334.29,83.32,27852.12,53.92,96.95,29.05,Healthy
404.23,107.5,43453.67,48.84,88.9,51.2,Non-Healthy
326.83,103.46,33813.73,83.88,92.22,36.89,Healthy
415.59,-42.1,-17495.09,61.92,95.09,24.75,Healthy
301.46,56.17,16933.02,65.77,71.64,33.45,Non-Healthy
416.39,-56.15,-23379.94,88.24,93.28,24.06,Healthy
305.18,-131.73,-40200.75,84.47,88.41,27.01,Healthy
406.94,60.47,24607.32,30.58,72.09,21.82,Non-Healthy
363.32,-147.05,-53427.44,77.11,85.26,35.34,Healthy
419.16,-27.25,-11419.99,54.83,72.47,48.23,Non-Healthy
308.86,-51.19,-15809.15,43.57,92.08,40.51,Healthy
366.46,58.01,21259.69,24.0,86.4,41.22,Healthy
416.32,79.87,33252.7,58.98,98.61,27.02,Healthy
362.77,-58.77,-21320.68,48.43,75.49,32.04,Non-Healthy
375.53,93.49,35107.39,40.12,88.18,49.58,Healthy
383.49,-61.82,-23709.25,75.57,76.35,23.07,Non-Healthy
354.54,-16.1,-5708.92,81.56,88.42,50.03,Non-Healthy
375.31,68.11,25560.49,39.58,91.68,36.93,Healthy
370.12,57.88,21420.96,23.96,91.67,49.3,Healthy
408.14,146.21,59674.22,87.9,94.45,31.13,Healthy
305.45,-82.45,-25185.16,20.8,95.61,31.86,Healthy
333.72,48.7,16250.41,94.97,72.32,46.31,Non-Healthy
414.05,32.9,13624.12,70.21,80.3,47.47,Non-Healthy
406.83,124.53,50662.56,45.75,90.61,28.04,Healthy
354.68,-103.09,-36564.32,39.72,84.96,54.05,Non-Healthy
374.42,75.54,28283.17,20.72,75.72,22.96,Non-Healthy
333.29,20.48,6825.89,38.84,86.58,22.4,Healthy
322.57,-67.6,-21806.12,31.02,82.22,40.84,Non-Healthy
355.64,-7.67,-2727.62,68.97,81.7,45.3,Non-Healthy
342.4,-49.87,-17074.58,33.32,94.29,53.63,Non-Healthy
370.04,23.79,8804.71,62.29,82.23,34.17,Non-Healthy
309.33,116.7,36098.65,67.21,70.79,20.89,Non-Healthy
416.93,20.79,8668.54,43.84,71.74,41.1,Non-Healthy
418.35,39.52,16531.64,22.81,95.69,30.14,Healthy
383.78,5.62,2158.51,22.98,98.82,35.15,Healthy
364.33,-134.65,-49057.37,22.11,90.65,37.1,Healthy
337.14,-80.14,-27019.49,79.13,80.93,22.26,Non-Healthy
397.66,-2.4,-954.17,45.44,98.16,37.01,Healthy
382.17,-56.93,-21756.59,83.7,89.88,34.92,Healthy
319.51,-95.47,-30504.3,54.54,95.33,44.94,Healthy
409.31,1.24,507.49,56.24,92.98,42.6,Healthy
398.7,-53.16,-21193.96,61.03,81.37,26.48,Non-Healthy
413.98,-72.57,-30041.29,77.04,84.36,27.21,Non-Healthy
387.09,-10.8,-4182.23,41.88,75.58,28.79,Non-Healthy
373.61,-110.01,-41102.58,29.73,78.76,26.26,Non-Healthy
350.19,128.32,44937.58,64.48,93.34,43.0,Healthy
411.93,110.31,45439.97,46.16,96.82,54.81,Non-Healthy
403.93,62.29,25159.11,55.4,91.73,42.82,Healthy
305.43,-118.14,-36081.79,71.76,83.96,41.23,Non-Healthy
303.16,82.76,25090.82,59.53,72.6,34.35,Non-Healthy
345.18,92.39,31889.81,69.62,71.71,30.94,Non-Healthy
397.27,80.33,31912.17,63.54,81.23,51.89,Non-Healthy
418.47,-115.81,-48463.47,79.18,83.91,53.92,Non-Healthy
318.05,43.17,13730.98,76.47,88.27,37.39,Healthy
371.3,100.3,37240.01,62.74,70.19,30.16,Non-Healthy
345.71,23.21,8022.48,74.31,99.69,46.95,Healthy
416.39,43.92,18288.76,89.88,80.92,24.64,Non-Healthy
401.05,-12.49,-5009.55,54.58,95.44,46.8,Healthy
400.6,8.61,3450.04,53.02,86.05,48.66,Healthy
356.24,-139.69,-49762.52,81.14,73.91,24.37,Non-Healthy
349.78,41.69,14581.88,66.6,93.93,54.19,Non-Healthy
332.81,-125.57,-41789.42,25.68,91.29,54.49,Non-Healthy
306.77,-19.5,-5980.58,91.37,85.82,52.79,Non-Healthy
403.77,-62.2,-25115.69,22.46,85.44,37.36,Healthy
397.55,13.63,5417.94,79.87,72.62,28.61,Non-Healthy
419.97,-109.98,-46185.82,80.7,89.68,40.37,Healthy
419.6,57.49,24123.87,96.25,97.34,34.7,Healthy
366.65,88.5,32449.95,24.33,72.8,27.21,Non-Healthy
392.28,-100.99,-39617.64,67.75,77.91,34.83,Non-Healthy
413.37,-118.71,-49069.75,54.23,97.07,43.24,Healthy
401.96,-106.35,-42746.33,46.45,78.53,22.48,Non-Healthy
329.68,113.14,37299.62,27.23,89.62,31.67,Healthy
354.07,8.46,2994.25,65.01,86.04,20.62,Healthy
315.5,-9.82,-3098.74,58.32,87.89,46.23,Healthy
414.49,-117.99,-48903.75,28.36,82.47,42.42,Non-Healthy
372.74,44.87,16723.69,69.0,79.0,22.19,Non-Healthy
327.44,110.4,36149.02,79.04,71.46,53.77,Non-Healthy
380.6,98.46,37472.66,81.38,92.33,20.79,Healthy
374.18,37.82,14149.97,92.43,92.38,40.65,Healthy
342.98,-127.42,-43701.21,52.76,90.12,47.17,Healthy
313.63,-116.28,-36468.82,96.25,89.31,47.58,Healthy
380.59,-135.21,-51458.38,89.23,77.31,21.2,Non-Healthy
362.44,-72.76,-26369.55,43.72,70.67,51.72,Non-Healthy
392.68,-109.3,-42920.34,32.74,94.26,52.15,Non-Healthy
362.42,-71.99,-26088.99,54.83,84.73,39.65,Non-Healthy
402.26,-34.48,-13871.03,52.15,79.21,36.87,Non-Healthy
366.23,132.89,48669.92,66.06,73.06,21.57,Non-Healthy
367.31,33.11,12162.75,66.67,71.88,39.67,Non-Healthy
405.2,100.49,40719.26,80.0,80.47,34.33,Non-Healthy
348.42,63.11,21987.07,60.79,94.14,47.05,Healthy
316.08,-116.25,-36744.22,28.39,97.56,34.14,Healthy
303.45,70.78,21477.29,88.66,96.9,43.93,Healthy
390.62,-67.47,-26355.02,44.78,97.6,23.55,Healthy
374.44,41.73,15626.14,97.7,97.23,24.65,Healthy
384.49,-47.71,-18344.54,29.43,85.82,24.89,Healthy
325.56,149.3,48606.01,96.66,76.58,21.59,Non-Healthy
316.36,-70.93,-22441.18,27.28,93.94,38.95,Healthy
301.75,-66.26,-19993.91,38.48,76.41,47.79,Non-Healthy
342.07,129.2,44196.08,23.73,78.02,41.36,Non-Healthy
370.79,-142.61,-52877.15,76.41,77.0,40.12,Non-Healthy
347.07,59.01,20479.41,88.02,85.45,43.82,Healthy
352.5,67.6,23828.06,54.73,79.65,31.89,Non-Healthy
408.5,100.91,41223.1,94.28,74.62,32.67,Non-Healthy
341.79,142.33,48647.68,67.22,83.6,31.0,Non-Healthy
361.68,142.68,51604.53,70.4,96.22,44.92,Healthy
394.04,-130.42,-51389.29,87.63,87.12,25.66,Healthy
347.59,96.55,33559.97,43.74,96.35,20.46,Healthy
374.65,43.89,16444.52,48.34,75.88,40.87,Non-Healthy
403.48,44.2,17835.04,92.48,75.01,52.98,Non-Healthy
413.94,-111.5,-46152.53,92.08,87.27,41.33,Healthy
317.65,45.06,14312.03,98.12,83.9,47.4,Non-Healthy
411.19,144.74,59517.68,92.15,89.81,43.55,Healthy
359.05,123.55,44359.53,30.19,93.84,37.41,Healthy
330.99,-18.26,-6044.13,85.9,92.54,45.14,Healthy
355.1,-138.02,-49008.83,52.79,98.27,48.84,Healthy
417.6,-41.31,-17252.03,99.26,81.95,27.87,Non-Healthy
359.11,97.92,35163.42,57.78,76.19,31.76,Non-Healthy
339.45,60.45,20519.67,64.31,86.53,27.83,Healthy
376.01,-12.2,-4586.13,62.38,73.32,35.83,Non-Healthy
328.82,-133.47,-43887.12,45.74,78.67,50.98,Non-Healthy
309.1,-21.93,-6779.13,26.0,76.24,32.08,Non-Healthy
315.47,-9.29,-2931.47,91.65,81.9,33.11,Non-Healthy
315.37,128.57,40545.49,84.21,73.34,50.11,Non-Healthy
318.23,42.33,13469.28,31.16,70.96,38.04,Non-Healthy
316.66,-56.5,-17892.55,82.14,89.7,38.74,Healthy
376.9,7.6,2862.77,70.07,88.31,50.13,Non-Healthy
321.83,-130.18,-41896.35,52.73,91.25,37.17,Healthy
341.48,141.77,48411.79,40.32,89.81,43.85,Healthy
407.61,-41.98,-17112.49,88.78,73.43,23.0,Non-Healthy
356.88,-6.64,-2369.58,76.02,78.73,26.25,Non-Healthy
380.11,-43.41,-16502.27,63.82,73.89,34.15,Non-Healthy
320.68,54.75,17558.27,68.77,95.29,37.32,Healthy
323.07,48.67,15723.93,27.29,92.41,53.8,Non-Healthy
304.9,64.6,19695.81,57.91,76.05,53.97,Non-Healthy
320.27,-69.56,-22277.18,35.5,80.24,49.79,Non-Healthy
333.43,-55.3,-18438.54,36.67,99.0,31.05,Healthy
321.24,-112.42,-36115.43,72.9,87.82,53.74,Non-Healthy
310.64,46.65,14492.49,92.9,94.03,44.13,Healthy
314.48,-138.06,-43416.87,52.3,77.94,33.75,Non-Healthy
355.29,29.3,10411.77,36.62,76.3,44.56,Non-Healthy
324.76,110.91,36018.74,71.9,93.52,20.58,Healthy
343.71,117.25,40300.15,89.69,90.58,25.12,Healthy
360.41,-15.29,-5510.19,79.87,90.43,49.04,Healthy
382.85,-12.21,-4674.14,89.5,86.58,42.6,Healthy
304.72,-126.91,-38671.46,62.92,86.91,32.75,Healthy
395.93,51.23,20283.26,80.15,92.07,37.52,Healthy
375.35,96.38,36175.23,31.21,78.1,51.68,Non-Healthy
309.81,-76.6,-23732.61,47.86,80.58,42.11,Non-Healthy
404.83,-23.61,-9557.92,51.16,96.15,33.94,Healthy
410.5,101.65,41728.54,60.9,79.27,24.21,Non-Healthy
307.33,113.14,34770.06,94.33,86.39,30.28,Healthy
333.23,-77.05,-25673.68,89.94,91.08,54.24,Non-Healthy
396.74,15.17,6019.08,30.76,100.0,35.31,Healthy
389.79,-92.25,-35959.04,33.82,83.06,36.51,Non-Healthy
322.14,-119.44,-38475.53,48.61,82.84,37.45,Non-Healthy
325.12,123.34,40099.29,43.26,95.28,50.94,Non-Healthy
344.46,96.15,33120.28,69.18,94.17,41.14,Healthy
358.14,78.01,27938.89,92.22,91.93,44.28,Healthy
374.19,-135.37,-50654.22,96.98,83.9,33.63,Non-Healthy
344.27,103.12,35500.62,72.29,79.72,21.02,Non-Healthy
355.5,-18.59,-6607.68,87.05,88.26,52.58,Non-Healthy
389.7,-47.28,-18425.42,62.02,96.29,53.22,Non-Healthy
304.4,13.94,4244.25,36.67,96.51,53.22,Non-Healthy
330.29,-122.59,-40491.88,61.98,73.25,53.03,Non-Healthy
385.6,76.99,29689.02,64.41,82.85,48.53,Non-Healthy
407.42,24.73,10075.83,79.4,83.94,43.96,Non-Healthy
361.4,-94.02,-33980.02,37.59,99.33,49.56,Healthy
363.85,-93.53,-34031.35,49.46,90.34,41.02,Healthy
312.86,-94.73,-29635.85,49.12,82.22,24.7,Non-Healthy
353.69,-132.9,-47005.08,96.76,70.78,33.69,Non-Healthy
363.91,26.34,9585.33,55.52,86.96,54.0,Non-Healthy
329.1,102.1,33602.21,80.41,72.88,32.29,Non-Healthy
332.31,-144.75,-48101.93,80.06,95.03,50.37,Non-Healthy
345.27,-135.3,-46715.1,41.24,92.58,23.26,Healthy
302.41,21.83,6601.91,65.75,83.82,31.7,Non-Healthy
338.65,95.85,32459.12,91.54,82.88,32.28,Non-Healthy
325.37,-51.98,-16912.39,58.02,96.92,21.81,Healthy
339.3,-45.12,-15307.74,95.61,78.65,24.17,Non-Healthy
314.37,28.9,9086.58,37.16,77.47,26.76,Non-Healthy
406.86,-67.74,-27559.34,25.93,98.18,49.32,Healthy
371.23,-142.02,-52721.31,91.32,94.28,22.22,Healthy
381.49,70.57,26921.36,87.81,94.62,30.45,Healthy
394.7,37.69,14878.23,99.41,75.86,20.36,Non-Healthy
359.81,24.23,8717.12,74.35,74.3,44.35,Non-Healthy
310.43,72.51,22507.83,94.94,70.78,41.71,Non-Healthy
364.45,52.57,19159.01,86.16,77.11,42.57,Non-Healthy
370.42,-88.24,-32684.24,87.55,93.23,33.1,Healthy
389.45,-44.26,-17235.5,65.53,77.2,27.29,Non-Healthy
351.8,-112.17,-39460.24,50.59,91.87,45.21,Healthy
315.31,-111.04,-35012.9,94.76,77.56,48.39,Non-Healthy
334.05,52.86,17657.62,54.57,81.86,24.85,Non-Healthy
343.57,107.58,36961.26,63.11,99.49,37.04,Healthy
377.51,138.82,52405.86,55.69,77.34,28.71,Non-Healthy
368.49,38.5,14188.52,65.19,81.29,25.88,Non-Healthy
342.73,-94.77,-32480.54,57.64,79.03,45.7,Non-Healthy
418.38,-118.3,-49496.62,23.84,73.29,38.83,Non-Healthy
372.69,93.86,34979.21,90.56,84.7,27.57,Non-Healthy
328.47,23.63,7760.68,55.55,81.36,30.85,Non-Healthy
312.21,35.49,11079.07,67.12,90.85,53.83,Non-Healthy
318.34,84.44,26880.45,31.14,94.53,49.7,Healthy
329.51,60.98,20094.86,20.27,86.33,50.8,Non-Healthy
319.28,100.34,32035.93,39.62,70.97,36.1,Non-Healthy
322.39,-133.14,-42921.4,76.37,88.57,41.83,Healthy
334.21,74.26,24817.27,27.94,71.66,33.19,Non-Healthy
320.8,105.26,33766.58,92.71,88.49,22.72,Healthy
407.61,-64.16,-26152.17,37.2,90.55,34.04,Healthy
309.63,42.13,13045.92,36.37,75.93,40.79,Non-Healthy
362.94,-55.75,-20234.48,34.52,94.58,30.05,Healthy
349.25,137.39,47983.59,21.12,97.33,49.68,Healthy
417.89,-139.97,-58492.65,81.74,94.39,25.29,Healthy
313.44,23.94,7503.19,90.0,79.15,32.85,Non-Healthy
347.74,-100.05,-34791.28,69.13,87.6,24.37,Healthy
416.34,63.67,26506.5,35.06,97.44,34.17,Healthy
403.86,-97.23,-39268.57,42.82,79.62,21.39,Non-Healthy
398.05,-79.39,-31599.1,58.07,94.6,29.54,Healthy
330.95,-1.69,-558.89,96.35,70.28,34.03,Non-Healthy
320.51,124.45,39887.19,39.79,70.11,36.74,Non-Healthy
380.24,-86.49,-32885.07,78.53,92.79,39.03,Healthy
411.53,-106.73,-43921.25,55.16,92.84,29.62,Healthy
366.81,77.69,28498.71,43.83,93.67,38.31,Healthy
368.59,0.19,68.51,56.47,97.9,37.82,Healthy
333.6,123.54,41211.14,25.7,73.54,31.07,Non-Healthy
392.34,-106.02,-41594.08,83.89,76.96,49.06,Non-Healthy
322.45,43.78,14116.13,39.46,97.11,39.1,Healthy
338.84,-80.14,-27153.49,78.03,75.32,31.63,Non-Healthy
351.05,-102.97,-36148.52,25.47,90.47,53.16,Non-Healthy
360.91,55.03,19860.63,96.41,85.91,49.58,Healthy
329.09,28.11,9249.18,35.44,72.5,54.39,Non-Healthy
313.78,76.45,23987.96,90.62,78.56,44.23,Non-Healthy
373.27,-57.16,-21336.82,84.76,85.61,33.24,Healthy
334.64,-15.61,-5223.16,97.43,95.57,29.83,Healthy
369.75,-28.36,-10485.51,58.23,91.23,43.22,Healthy
318.52,145.23,46258.16,78.19,88.66,54.33,Non-Healthy
357.74,-62.33,-22296.06,49.66,84.88,41.94,Non-Healthy
363.91,-61.55,-22400.46,34.75,78.96,50.86,Non-Healthy
306.22,-43.64,-13362.02,55.45,73.58,31.52,Non-Healthy
340.39,19.38,6596.2,33.26,82.27,34.24,Non-Healthy
316.13,-74.3,-23489.45,98.56,70.86,51.72,Non-Healthy
307.6,124.59,38323.58,27.7,76.33,46.49,Non-Healthy
418.8,-70.29,-29438.93,67.14,82.97,54.35,Non-Healthy
338.68,118.74,40216.75,70.12,82.56,47.12,Non-Healthy
397.18,-118.96,-47248.12,63.05,71.33,35.7,Non-Healthy
330.56,46.97,15525.86,72.97,87.67,38.59,Healthy
381.78,122.1,46613.72,29.29,86.49,51.52,Non-Healthy
391.23,-99.38,-38878.28,64.4,72.34,39.31,Non-Healthy
371.48,140.5,52191.76,42.98,98.29,28.94,Healthy
356.59,-14.13,-5040.38,95.21,72.98,35.25,Non-Healthy
349.42,133.71,46722.65,80.97,95.65,38.07,Healthy
341.86,53.05,18134.53,97.8,70.01,23.39,Non-Healthy
411.54,-59.52,-24496.69,23.0,96.47,46.03,Healthy
399.67,-93.51,-37373.24,42.81,70.59,23.83,Non-Healthy
415.8,-58.88,-24482.28,35.63,92.73,34.17,Healthy
314.92,-122.09,-38449.56,20.89,80.85,48.16,Non-Healthy
387.7,-106.84,-41422.15,39.39,92.15,36.36,Healthy
412.6,-118.6,-48935.23,74.3,82.05,49.47,Non-Healthy
321.75,-23.12,-7437.83,38.49,72.13,31.97,Non-Healthy
307.98,88.67,27309.63,60.72,93.03,53.52,Non-Healthy
388.93,-107.58,-41843.49,91.03,72.14,27.33,Non-Healthy
368.94,-110.9,-40916.52,75.5,97.66,21.34,Healthy
401.02,43.03,17255.34,51.57,71.53,50.53,Non-Healthy
316.77,-90.85,-28777.25,49.8,84.38,46.33,Non-Healthy
395.43,-120.72,-47735.37,56.46,91.69,28.12,Healthy
324.2,-99.95,-32401.84,34.16,81.8,54.47,Non-Healthy
319.64,127.12,40632.29,70.72,76.52,37.58,Non-Healthy
319.71,96.44,30833.46,49.13,92.77,53.29,Non-Healthy
397.75,-43.78,-17413.7,88.19,93.53,37.68,Healthy
379.82,46.75,17755.32,80.52,97.68,36.52,Healthy
362.77,11.18,4056.72,68.84,81.28,35.72,Non-Healthy
343.06,53.14,18229.26,49.14,85.19,31.72,Healthy
405.26,54.8,22209.02,36.79,80.89,38.68,Non-Healthy
347.09,38.62,13404.82,82.09,77.71,35.84,Non-Healthy
397.99,-70.17,-27926.93,58.91,92.53,21.29,Healthy
352.7,-138.3,-48777.2,37.98,80.19,29.12,Non-Healthy
345.23,-13.33,-4601.95,35.61,82.84,27.46,Non-Healthy
355.52,117.29,41699.9,33.23,82.11,50.36,Non-Healthy
336.17,20.85,7008.77,82.17,91.38,40.96,Healthy
389.71,99.72,38861.15,38.32,97.53,46.73,Healthy
360.33,147.49,53143.58,62.13,90.0,53.49,Non-Healthy
327.87,-100.92,-33086.59,56.12,84.15,42.54,Non-Healthy
407.95,57.53,23470.65,66.37,93.38,54.39,Non-Healthy
346.07,52.29,18095.17,90.17,89.23,30.91,Healthy
365.23,143.99,52587.71,89.42,71.82,26.52,Non-Healthy
408.78,145.68,59550.67,56.09,72.87,34.12,Non-Healthy
374.91,56.0,20996.22,21.23,71.14,36.48,Non-Healthy
314.03,-76.92,-24153.62,54.12,83.7,51.34,Non-Healthy
412.78,89.57,36971.35,68.5,94.78,39.6,Healthy
375.32,-117.89,-44247.53,64.62,79.39,30.23,Non-Healthy
340.19,84.21,28647.22,72.11,81.52,45.99,Non-Healthy
316.71,123.06,38974.29,32.33,97.28,37.7,Healthy
395.28,-35.15,-13894.19,71.72,95.11,25.67,Healthy
374.41,39.19,14673.3,34.61,89.95,40.19,Healthy
364.02,-20.96,-7628.73,80.04,78.0,51.9,Non-Healthy
407.27,-18.67,-7603.87,47.13,73.51,49.49,Non-Healthy
394.63,-56.89,-22450.1,76.79,70.48,40.54,Non-Healthy
318.2,78.64,25022.97,23.83,73.21,33.2,Non-Healthy
337.41,130.85,44150.66,52.63,78.78,23.04,Non-Healthy
329.82,132.23,43610.36,76.4,86.55,36.44,Healthy
389.27,-97.57,-37979.71,38.15,71.92,46.32,Non-Healthy
304.02,112.42,34179.31,83.62,74.09,32.61,Non-Healthy
368.39,71.23,26239.98,70.46,75.43,28.24,Non-Healthy
391.5,-74.15,-29028.88,67.0,88.96,52.6,Non-Healthy
405.21,-129.81,-52602.42,48.28,88.47,48.75,Healthy
341.05,-69.6,-23737.35,58.6,86.52,42.34,Healthy
398.55,123.66,49285.79,67.79,77.52,24.79,Non-Healthy
313.28,39.95,12516.5,57.8,81.13,25.07,Non-Healthy
401.57,66.32,26630.96,75.87,72.9,23.61,Non-Healthy
315.3,-72.85,-22970.86,54.7,76.79,41.57,Non-Healthy
347.67,65.82,22882.7,36.18,96.93,24.04,Healthy
395.68,-141.56,-56013.22,37.11,99.39,49.49,Healthy
317.99,-37.4,-11893.97,20.46,89.43,54.75,Non-Healthy
327.51,38.03,12453.9,44.08,97.5,32.82,Healthy
386.67,-106.17,-41053.19,79.91,89.28,35.88,Healthy
386.4,96.9,37443.0,83.53,71.0,44.91,Non-Healthy
376.94,-79.49,-29963.01,36.2,99.9,52.8,Non-Healthy
383.27,45.68,17509.61,96.72,72.97,51.29,Non-Healthy
365.13,-28.44,-10384.52,60.19,90.48,22.02,Healthy
330.22,28.81,9514.54,93.36,77.59,25.92,Non-Healthy
341.48,-117.76,-40214.75,76.54,81.76,46.41,Non-Healthy
321.79,-144.93,-46636.04,77.79,89.38,44.11,Healthy
409.01,122.87,50255.28,26.8,83.09,24.66,Non-Healthy
370.01,-69.11,-25571.55,37.6,77.52,37.57,Non-Healthy
348.1,95.9,33384.08,20.71,80.03,47.33,Non-Healthy
355.44,149.81,53246.83,77.29,80.25,27.66,Non-Healthy
413.67,-86.57,-35812.02,47.56,98.78,50.5,Non-Healthy
318.4,-70.45,-22431.04,82.93,93.96,21.85,Healthy
370.35,48.86,18094.42,47.11,83.76,47.38,Non-Healthy
360.71,139.63,50367.12,85.55,75.99,41.55,Non-Healthy
373.37,124.74,46576.34,30.46,94.33,31.03,Healthy
302.17,0.86,260.67,33.87,74.72,45.23,Non-Healthy
404.65,88.53,35825.34,47.27,76.31,47.38,Non-Healthy
411.85,-109.28,-45005.88,52.68,80.98,52.69,Non-Healthy
367.82,143.23,52682.82,47.9,96.41,32.87,Healthy
383.6,139.31,53437.51,81.09,73.95,44.01,Non-Healthy
410.7,-100.88,-41431.95,27.76,73.67,41.09,Non-Healthy
384.87,-60.17,-23158.72,48.1,84.82,38.38,Non-Healthy
318.3,-119.95,-38181.76,86.98,78.29,51.16,Non-Healthy
369.15,-68.48,-25281.45,25.34,87.06,20.11,Healthy
372.81,94.79,35337.05,95.39,83.55,29.87,Non-Healthy
350.9,-36.51,-12809.56,98.91,83.05,38.84,Non-Healthy
388.37,-123.48,-47956.69,27.09,73.36,26.24,Non-Healthy
412.12,-47.33,-19506.8,43.3,74.23,51.78,Non-Healthy
411.07,144.42,59364.42,49.79,94.63,42.67,Healthy
354.1,38.91,13776.32,82.11,96.58,36.73,Healthy
313.59,-25.15,-7887.29,67.67,77.04,48.51,Non-Healthy
418.18,-100.04,-41834.17,71.55,73.4,35.78,Non-Healthy
400.67,145.85,58438.61,80.6,71.6,39.55,Non-Healthy
314.96,96.25,30316.34,29.44,88.25,20.1,Healthy
410.5,-65.56,-26911.14,86.66,91.46,32.8,Healthy
404.39,-128.98,-52157.66,76.45,81.18,24.86,Non-Healthy
362.26,-133.01,-48185.12,66.19,90.39,44.14,Healthy
370.95,-113.89,-42246.57,91.18,91.39,36.77,Healthy
347.88,24.23,8429.34,76.02,98.06,30.56,Healthy
306.57,128.63,39433.98,36.14,71.95,36.37,Non-Healthy
340.22,-0.98,-332.39,54.38,75.77,27.34,Non-Healthy
396.34,102.88,40777.15,59.52,72.06,52.38,Non-Healthy
300.56,-16.23,-4879.23,24.42,96.04,21.89,Healthy
340.02,62.58,21276.77,96.37,93.78,50.29,Non-Healthy
347.78,69.56,24192.23,30.29,87.24,37.9,Healthy
364.49,-97.81,-35650.84,75.8,72.51,41.66,Non-Healthy
410.38,-41.64,-17086.36,60.5,78.2,30.59,Non-Healthy
341.56,41.19,14069.14,22.05,78.93,53.83,Non-Healthy
341.63,-128.79,-43999.44,93.98,86.82,29.86,Healthy
388.5,-41.54,-16137.5,88.15,77.74,40.61,Non-Healthy
354.27,10.44,3698.48,61.94,72.19,54.77,Non-Healthy
326.95,148.87,48672.56,38.32,91.92,50.84,Non-Healthy
354.29,-7.64,-2706.77,29.73,78.97,38.77,Non-Healthy
316.9,94.82,30047.79,49.07,83.57,54.66,Non-Healthy
321.17,-20.38,-6545.31,40.43,73.83,44.55,Non-Healthy
359.8,88.92,31992.78,60.54,94.08,27.3,Healthy
350.27,28.62,10026.31,97.31,86.97,34.2,Healthy
409.78,115.98,47525.9,66.0,97.05,31.71,Healthy
343.49,-26.72,-9177.03,91.19,84.86,32.04,Non-Healthy
369.67,31.29,11567.48,72.07,98.24,46.62,Healthy
375.87,39.01,14661.1,58.02,96.76,40.45,Healthy
301.57,-24.79,-7474.48,88.37,87.29,21.33,Healthy
379.62,-106.71,-40508.36,57.71,98.02,50.71,Non-Healthy
321.36,-121.93,-39184.65,89.49,79.69,30.39,Non-Healthy
415.33,-145.0,-60222.01,43.33,80.97,54.9,Non-Healthy
317.84,112.06,35617.19,30.31,71.36,53.4,Non-Healthy
349.75,-79.06,-27650.76,88.43,87.68,52.92,Non-Healthy
310.24,-86.55,-26850.81,66.99,91.66,48.39,Healthy
419.62,70.81,29713.9,91.13,93.21,27.72,Healthy
360.26,-54.0,-19452.48,95.03,74.49,38.64,Non-Healthy
